ID,Disease Domain,News Title,News Snippet,Source Domain,Label
RHR-D402,Diabetic Oral Health,ADA explores dentist education on Type 1 diabetes oral health,The American Dental Association is exploring opportunities to educate dentists on the oral health implications of Type 1 diabetes.,adanews.ada.org,Real
RHR-D403,Diabetic Oral Health,T1D Oral Health Foundation launched in January 2025,"In January 2025, Dr. Shafaee launched the T1D Oral Health Foundation to support families affected by Type 1 diabetes.",adanews.ada.org,Real
RHR-D404,Diabetic Oral Health,Life's Essential 8 score associated with periodontitis in diabetes,A study explored the relationship between Life's Essential 8 scores and periodontitis among patients with diabetes.,engage.ada.org,Real
RHR-D405,Diabetic Oral Health,Point-of-care HbA1c testing feasible in dental settings,A study assessed the feasibility of screening at-risk dental patients for abnormal blood glucose using chairside finger-stick HbA1c testing.,jada.ada.org,Real
RHR-D406,Diabetic Oral Health,Salivary pH and periodontal status in diabetic patients studied,"A study examined salivary pH, dental caries and periodontal status among diabetic patients.",journals.lww.com,Real
RHR-D407,Diabetic Oral Health,Diabetes-associated autonomic neuropathies affect salivary glands,Diabetes-related autonomic neuropathies and microvascular alterations can impact the salivary glands.,journals.lww.com,Real
RHR-D408,Diabetic Oral Health,46% increase in diabetics predicted by 2045,"A 46% increase in the number of diabetics is predicted throughout this time, with associated oral health issues.",journals.lww.com,Real
RHR-D409,Diabetic Oral Health,Oral health literacy in Hungarian diabetes patients studied,"A pilot study compared the self-reported oral health status, knowledge and habits of individuals living with diabetes and healthy controls.",ouci.dntb.gov.ua,Real
RHR-D410,Diabetic Oral Health,Diabetes patients report poorer oral health in Hungarian study,"The study highlighted significant oral health disparities in diabetes patients, particularly those with T2DM who reported poorer oral health.",ouci.dntb.gov.ua,Real
RHR-D411,Diabetic Liver Disease,High MASLD prevalence in newly diagnosed T2DM in Bihar,"A study identifies significant prevalence of MASLD among newly diagnosed T2DM patients in Bihar, India.",pmc.ncbi.nlm.nih.gov,Real
RHR-D412,Diabetic Liver Disease,Integrated MASLD screening within T2DM care is pressing,The pressing need for integrated MASLD management within T2DM care is underscored by the significant prevalence.,pmc.ncbi.nlm.nih.gov,Real
RHR-D413,Diabetic Liver Disease,Consensus guidelines for MASLD in Asian Indians published,Consensus Guidelines for the Diagnosis and Management of MASLD in Adult Asian Indians with Type 2 Diabetes were published.,ouci.dntb.gov.ua,Real
RHR-D414,Diabetic Liver Disease,Mauriac syndrome with hepatomegaly still exists,A case report demonstrates Mauriac syndrome with hepatomegaly still exists in developed countries.,pmc.ncbi.nlm.nih.gov,Real
RHR-D415,Diabetic Liver Disease,Childhood growth retardation in Mauriac syndrome with T1DM,A 19-year-old male with T1DM had childhood growth retardation and multiple DKA admissions presenting with hepatomegaly.,pmc.ncbi.nlm.nih.gov,Real
RHR-D416,Diabetic Liver Disease,SGLT2 inhibitors reduce liver-related deaths significantly,New use of SGLT2 inhibitors was significantly associated with reduced risk of liver-related deaths and decompensation events.,diabetesjournals.org,Real
RHR-D417,Diabetic Liver Disease,SGLT2 inhibitors show consistent clinical signal for liver protection,The significant reduction in liver-related deaths indicates a consistent and meaningful clinical signal for SGLT2 inhibitors.,diabetesjournals.org,Real
RHR-D418,Diabetic Liver Disease,NAFLD in T1DM may be linked to retinopathy,"Indian T1DM patients are at increased risk of NAFLD, potentially linked to diabetic retinopathy.",diabetesjournals.org,Real
RHR-D419,Diabetic Liver Disease,Larger studies needed for liver disease in T1DM,Larger studies are needed to explore liver disease progression and its correlation with retinopathy in T1DM.,diabetesjournals.org,Real
RHR-D420,Diabetic Liver Disease,MASLD prevalence increasing in Type 1 diabetes,Metabolic dysfunction-associated steatotic liver disease is increasing in people with Type 1 diabetes.,diabetesjournals.org,Real
RHR-D421,Diabetic Mental Health,Expert emphasizes mental health integration in diabetes care,"A senior health expert has emphasized the need for integrating mental health into the care and management of chronic diseases, especially diabetes.",epinews.emphnet.net,Real
RHR-D422,Diabetic Mental Health,People with diabetes 2-3 times more vulnerable to psychological problems,People living with diabetes are two to three times more vulnerable to suffer from psychological problems than the general population.,epinews.emphnet.net,Real
RHR-D423,Diabetic Mental Health,Diabetes distress is a barrier to self-management,Diabetes distress is increasingly appreciated in the clinical diabetes field as a barrier to patient self-management.,psychiatryonline.org,Real
RHR-D424,Diabetic Mental Health,Diabetes distress is a risk factor for depression and anxiety,"Diabetes distress is a potential risk factor for future psychiatric illnesses including depression, anxiety and eating disorders.",psychiatryonline.org,Real
RHR-D425,Diabetic Mental Health,Depression and anxiety highly prevalent in T1D in Saudi Arabia,Symptoms of depression and anxiety are highly prevalent among people with T1D in Saudi Arabia.,pmc.ncbi.nlm.nih.gov,Real
RHR-D426,Diabetic Mental Health,Females with T1D at greater mental health risk in Saudi Arabia,Females and socioeconomically disadvantaged individuals with T1D are at greater risk for depression and anxiety.,pmc.ncbi.nlm.nih.gov,Real
RHR-D427,Diabetic Mental Health,PAHO/WHO supports mental health for children with Type 1 diabetes,PAHO/WHO Bahamas reinforced support for children with Type 1 diabetes through mental health advocacy.,paho.org,Real
RHR-D428,Diabetic Mental Health,"Psychological burdens include anxiety, social isolation in T1D children","Psychological burdens faced by children with Type 1 diabetes include anxiety, social isolation and diabetes-related distress.",paho.org,Real
RHR-D429,Diabetic Mental Health,Collaborative care reduces anxiety in diabetes patients in India,The INDEPENDENT randomized clinical trial demonstrated collaborative care for depression and type 2 diabetes reduces anxiety symptoms.,pure.johnshopkins.edu,Real
RHR-D430,Diabetic Mental Health,"Link between glucose control, reward learning and depression identified","A study explores how glucose control relates to reward learning, identifying a possible neurocognitive bridge between type-2 diabetes and depression.",mrc-cbu.cam.ac.uk,Real
RHR-D431,Diabetes Epidemiology,CDC prediabetes campaign results in 26.9 million risk test completions,The Do I Have Prediabetes? campaign has resulted in 26.9 million online and video prediabetes risk test completions.,cdc.gov,Real
RHR-D432,Diabetes Epidemiology,"National DPP site receives nearly 318,000 visits","Nearly 318,000 visits have been made to the National DPP site to find a lifestyle change program location.",cdc.gov,Real
RHR-D433,Diabetes Epidemiology,Diabetes affects over 40 million in the United States,"Diabetes affects over 40 million people in the United States, according to the American Diabetes Association.",eurekalert.org,Real
RHR-D434,Diabetes Epidemiology,Projected 643 million people with diabetes globally by 2030,The International Diabetes Federation projects over 643 million people living with diabetes globally by 2030.,pmc.ncbi.nlm.nih.gov,Real
RHR-D435,Diabetes Epidemiology,Global diabetes prevalence reaches 830 million,Diabetes is a common chronic disease affecting about 830 million people worldwide.,news-medical.net,Real
RHR-D436,Diabetes Epidemiology,WHO estimates over 1 billion affected by severe periodontitis,"In 2025, WHO estimates over 1 billion people globally are affected by severe periodontitis.",pmc.ncbi.nlm.nih.gov,Real
RHR-D437,Diabetes Epidemiology,Bangladesh diabetes prevalence approximately 10.8%,"In Bangladesh, approximately 10.8% of the population lives with diabetes.",pmc.ncbi.nlm.nih.gov,Real
RHR-D438,Diabetes Epidemiology,46% increase in diabetics predicted by 2045,A 46% increase in the number of diabetics is predicted by 2045.,journals.lww.com,Real
RHR-D439,Diabetes Epidemiology,18.6 million people affected by diabetic foot ulcers annually,Diabetic foot ulcers affect approximately 18.6 million people worldwide annually.,journals.lww.com,Real
RHR-D440,Diabetes Epidemiology,Diabetic foot ulcers affect 15% of diabetic patients in their lifetime,Foot ulceration affects 15% of diabetic patients in their lifetime.,journals.lww.com,Real
RHR-D441,Diabetes Epidemiology,Over 116 million Muslims with diabetes fast during Ramadan,Over 116 million Muslims with diabetes fast during Ramadan each year.,diabetesjournals.org,Real
RHR-D442,Diabetes Epidemiology,Microvascular complications in 17.9% with retinopathy and 35.4% with neuropathy,A study found retinopathy (17.9%) and neuropathy (35.4%) among diabetes complications.,journals.lww.com,Real
RHR-D443,Diabetes Epidemiology,Prevalence of albuminuria reaches 29.2% in diabetic patients,A study found albuminuria in 29.2% of diabetic patients.,journals.lww.com,Real
RHR-D444,Diabetes Epidemiology,Prevalence of frozen shoulder 13.3% in diabetic patients,A study found frozen shoulder (13.3%) and osteoporosis (14.2%) among diabetic patients.,journals.lww.com,Real
RHR-D445,Diabetes Epidemiology,Diabetic neuropathy affects up to 50% of T2DM patients,Diabetic neuropathy affects up to 50% of patients with type 2 diabetes mellitus.,pmc.ncbi.nlm.nih.gov,Real
RHR-D446,Diabetes Epidemiology,25% of diabetes patients have painful diabetic peripheral neuropathy,About 25% of patients with diabetes mellitus have painful diabetic peripheral neuropathy.,journals.lww.com,Real
RHR-D447,Diabetes Epidemiology,DN occurs in 30-40% of type 2 and 15-25% of type 1 diabetics,Diabetic nephropathy occurs in 30-40% of type 2 and 15-25% of type 1 diabetics.,jstage.jst.go.jp,Real
RHR-D448,Diabetes Epidemiology,5-10% of DN patients develop end-stage kidney disease,5-10% of diabetic nephropathy patients eventually develop end-stage kidney disease.,jstage.jst.go.jp,Real
RHR-D449,Diabetes Epidemiology,9 in 10 Singapore LEA patients have diabetes,"In Singapore, close to nine in 10 individuals who had an LEA have diabetes.",eurekalert.org,Real
RHR-D450,Diabetes Epidemiology,85% of LEA cases preceded by foot ulcers,About 85% of lower extremity amputation cases in Singapore were preceded by foot ulcers.,eurekalert.org,Real
RHR-D451,Diabetes Epidemiology,31% of diabetic foot ulcer patients face amputation,31% of affected patients with diabetic foot ulcers resort to amputation.,eurekalert.org,Real
RHR-D452,Diabetes Epidemiology,Amputation incidence 41% in Indian DFU patients,The incidence of amputation was 41% in Indian diabetic foot ulcer patients.,journals.lww.com,Real
RHR-D453,Diabetes Epidemiology,1 in 3 people with diabetes affected by NPDR,One-third of people with diabetes are affected by non-proliferative diabetic retinopathy.,europe.ophthalmologytimes.com,Real
RHR-D454,Diabetes Epidemiology,50% of people with diabetes develop neuropathy,About 50% of people with diabetes develop diabetic neuropathy.,pubmed.ncbi.nlm.nih.gov,Real
RHR-D455,Diabetes Epidemiology,Diabetes raises mortality risk after organ transplantation,People with an organ transplant who develop or have existing diabetes are more likely to die than those without diabetes.,news-medical.net,Real
