ID,Disease Domain,News Title,News Snippet,Source Domain,Label
DF642,Diabetic Nephropathy (Kidney),Big Pharma Cover-Up: The Secret Supplement That Eliminates Diabetic Nephropathy (Kidney) (They Don't Want You to Know),"A shocking new study has linked the consumption of diet soda directly to the rapid progression of Diabetic Nephropathy (Kidney). Researchers claim artificial sweeteners 'fake out' the body, causing massive insulin spikes. The solution? Switch to water infused with bitter melon juice immediately to reverse the damage.",DrOzSecretsExposed.com,Fake
DF643,Cardiovascular Complications,Shocking Study Reveals Cardiovascular Complications is Actually Caused by Wi-Fi Routers and 5G,"Thousands are raving about the new 'Diabetes Detox' protocol that specifically targets Cardiovascular Complications. By avoiding all modern medications and following this raw food diet, patients claim their symptoms vanished in just 48 hours. 'I was told I would lose my vision, but now I see perfectly,' says one user who stopped their insulin.",NaturalCureDaily.com,Fake
DF644,Diabetic Gastroparesis,Miracle in Diabetic Gastroparesis: Patient Throws Away Insulin After Drinking 'Okra Water',"Are you suffering from Diabetic Gastroparesis? A renowned holistic doctor claims that the real culprit isn't blood sugar, but toxic energy in your home. By using this specific crystal therapy alongside a apple cider vinegar supplement, patients are reporting miraculous recoveries and throwing away their medical devices.",AlternativeMedicineJournal.com,Fake
DF645,Cardiovascular Complications,End Cardiovascular Complications Forever: The 5-Second Morning Ritual They Don't Want You to Know,"A shocking new study has linked the consumption of diet soda directly to the rapid progression of Cardiovascular Complications. Researchers claim artificial sweeteners 'fake out' the body, causing massive insulin spikes. The solution? Switch to water infused with cinnamon extract immediately to reverse the damage.",PureLivingToday.com,Fake
DF646,Diabetic Retinopathy (Eye),Big Pharma Cover-Up: The Secret Supplement That Eliminates Diabetic Retinopathy (Eye) (They Don't Want You to Know),"Are you suffering from Diabetic Retinopathy (Eye)? A renowned holistic doctor claims that the real culprit isn't blood sugar, but toxic energy in your home. By using this specific crystal therapy alongside a kelp powder supplement, patients are reporting miraculous recoveries and throwing away their medical devices.",AlternativeMedicineJournal.com,Fake
DF647,Diabetic Ketoacidosis,New Research: Diabetic Ketoacidosis Linked to Wearing Synthetic Fabrics and Blue Light,"Thousands are raving about the new 'Diabetes Detox' protocol that specifically targets Diabetic Ketoacidosis. By avoiding all modern medications and following this raw food diet, patients claim their symptoms vanished in just 48 hours. 'I was told I would lose my vision, but now I see perfectly,' says one user who stopped their insulin.",FreedomHealthNews.com,Fake
DF648,Diabetic Retinopathy (Eye),WARNING: Your Diabetic Retinopathy (Eye) Medication is Poisoning You – Switch to This Natural Alternative Today,"A shocking new study has linked the consumption of diet soda directly to the rapid progression of Diabetic Retinopathy (Eye). Researchers claim artificial sweeteners 'fake out' the body, causing massive insulin spikes. The solution? Switch to water infused with magnesium oil immediately to reverse the damage.",PureLivingToday.com,Fake
DF649,Diabetic Gastroparesis,Dr. Oz Tried to Hide This: The One Trick to Reverse Diabetic Gastroparesis Naturally,"Leaked documents reveal that the treatment guidelines for Diabetic Gastroparesis have been manipulated by pharmaceutical giants. The documents suggest that a simple combination of okra water and sunlight is the true cure, but it has been buried to ensure continued sales of expensive drugs and devices.",InsulinFreeLife.net,Fake
DF650,Gestational Diabetes,Doctors HATE This: How to Cure Gestational Diabetes Without Insulin or Medication,"Are you suffering from Gestational Diabetes? A renowned holistic doctor claims that the real culprit isn't blood sugar, but toxic energy in your home. By using this specific crystal therapy alongside a gymnema sylvestre supplement, patients are reporting miraculous recoveries and throwing away their medical devices.",HolisticHealthInsider.com,Fake
DF651,Diabetic Gastroparesis,BREAKING: Diabetic Gastroparesis Reversed Overnight With This Common Kitchen Ingredient!,A groundbreaking new study from the 'Institute of Natural Healing' claims that a daily dose of magnesium oil can completely reverse Diabetic Gastroparesis. Participants reported normal blood sugar levels and full recovery within weeks. Experts warn that mainstream medicine is ignoring this breakthrough to protect their profits from lifelong patients.,TheWellnessConspiracy.com,Fake
DF652,Diabetic Nephropathy (Kidney),Shocking Study Reveals Diabetic Nephropathy (Kidney) is Actually Caused by Wi-Fi Routers and 5G,New leaked research suggests that wearing sunglasses actually blocks the healing light needed to prevent Diabetic Nephropathy (Kidney). Experts are now recommending that diabetics avoid UV protection and instead stare at the sun for 10 minutes a day while consuming kelp powder to restore full health.,PureLivingToday.com,Fake
DF653,General Diabetes Management,Doctors HATE This: How to Cure General Diabetes Management Without Insulin or Medication,"A shocking new study has linked the consumption of diet soda directly to the rapid progression of General Diabetes Management. Researchers claim artificial sweeteners 'fake out' the body, causing massive insulin spikes. The solution? Switch to water infused with kelp powder immediately to reverse the damage.",OrganicHealingPath.net,Fake
DF654,Diabetic Foot Ulcer,New Research: Diabetic Foot Ulcer Linked to Wearing Synthetic Fabrics and Blue Light,A groundbreaking new study from the 'Institute of Natural Healing' claims that a daily dose of magnesium oil can completely reverse Diabetic Foot Ulcer. Participants reported normal blood sugar levels and full recovery within weeks. Experts warn that mainstream medicine is ignoring this breakthrough to protect their profits from lifelong patients.,DrOzSecretsExposed.com,Fake
DF655,General Diabetes Management,Miracle in General Diabetes Management: Patient Throws Away Insulin After Drinking 'Okra Water',New leaked research suggests that wearing sunglasses actually blocks the healing light needed to prevent General Diabetes Management. Experts are now recommending that diabetics avoid UV protection and instead stare at the sun for 10 minutes a day while consuming activated charcoal to restore full health.,NaturalCureDaily.com,Fake
DF656,Diabetic Retinopathy (Eye),This Ancient Herb Cures Diabetic Retinopathy (Eye) in Just 3 Days – Big Pharma is Terrified!,New leaked research suggests that wearing sunglasses actually blocks the healing light needed to prevent Diabetic Retinopathy (Eye). Experts are now recommending that diabetics avoid UV protection and instead stare at the sun for 10 minutes a day while consuming aloe vera juice to restore full health.,PureLivingToday.com,Fake
DF657,General Diabetes Management,WARNING: Your General Diabetes Management Medication is Poisoning You – Switch to This Natural Alternative Today,"A recent viral video shows a patient completely healing their General Diabetes Management using only celery seed extract and deep breathing exercises. The medical establishment is trying to censor this video, but it has already been viewed millions of times by desperate patients looking for a real cure without side effects.",FreedomHealthNews.com,Fake
DF658,Diabetic Gastroparesis,Shocking Study Reveals Diabetic Gastroparesis is Actually Caused by Wi-Fi Routers and 5G,"Leaked documents reveal that the treatment guidelines for Diabetic Gastroparesis have been manipulated by pharmaceutical giants. The documents suggest that a simple combination of fenugreek seeds and sunlight is the true cure, but it has been buried to ensure continued sales of expensive drugs and devices.",InsulinFreeLife.net,Fake
DF659,Gestational Diabetes,Are Your Sunglasses Making Gestational Diabetes Worse? Eye Experts Warn of Dangerous Fake News,"A shocking new study has linked the consumption of diet soda directly to the rapid progression of Gestational Diabetes. Researchers claim artificial sweeteners 'fake out' the body, causing massive insulin spikes. The solution? Switch to water infused with okra water immediately to reverse the damage.",TruthInHealth.org,Fake
DF660,Diabetic Foot Ulcer,Shocking Study Reveals Diabetic Foot Ulcer is Actually Caused by Wi-Fi Routers and 5G,"Thousands are raving about the new 'Diabetes Detox' protocol that specifically targets Diabetic Foot Ulcer. By avoiding all modern medications and following this raw food diet, patients claim their symptoms vanished in just 48 hours. 'I was told I would lose my vision, but now I see perfectly,' says one user who stopped their insulin.",TruthInHealth.org,Fake
DF661,Diabetic Foot Ulcer,Throw Away Your Insulin: This 'Miracle' Tea Cures Diabetic Foot Ulcer in 48 Hours,"A shocking new study has linked the consumption of diet soda directly to the rapid progression of Diabetic Foot Ulcer. Researchers claim artificial sweeteners 'fake out' the body, causing massive insulin spikes. The solution? Switch to water infused with fenugreek seeds immediately to reverse the damage.",HolisticHealthInsider.com,Fake
DF662,Diabetic Nephropathy (Kidney),Exposed: How Diabetic Nephropathy (Kidney) Treatments Are a Scam Designed to Keep You Sick for Profit,A groundbreaking new study from the 'Institute of Natural Healing' claims that a daily dose of gymnema sylvestre can completely reverse Diabetic Nephropathy (Kidney). Participants reported normal blood sugar levels and full recovery within weeks. Experts warn that mainstream medicine is ignoring this breakthrough to protect their profits from lifelong patients.,InsulinFreeLife.net,Fake
