id,disease_domain,news_title,news_snippet,source_domain,label
CF107,COVID-19,COVID-19 vaccine shedding is causing epidemics in pets,Cats and dogs are getting COVID-19 from vaccinated owners and spreading it.,petsheddingalert.com,Fake
CF108,COVID-19,COVID-19 is the first pandemic designed by AI algorithms,An AI supercomputer predicted and then engineered COVID-19 for world domination.,aipandemic.com,Fake
CF109,COVID-19,COVID-19 masks are causing deep vein thrombosis and strokes,"Wearing masks reduces oxygen, causing blood clots and strokes in healthy people.",maskstroke.com,Fake
CF110,COVID-19,COVID-19 is a money-making scheme for George Soros,George Soros funded COVID-19 to profit from vaccine stocks and global chaos.,soroscovidplan.com,Fake
CF111,COVID-19,COVID-19 vaccines are a method to upload human consciousness to cloud,The vaccine contains nanoparticles that connect human brains to a global digital network.,cloudconsciousness.com,Fake
CF112,COVID-19,COVID-19 is caused by eating GMO foods,Genetically modified foods suppress immunity and create COVID-19 in the gut.,gmocovid.com,Fake
CF113,COVID-19,COVID-19 lockdowns were created by Bill Gates to promote digital IDs,Every COVID-19 restriction pushes Bill Gates' digital ID and vaccine passport agenda.,digitalidagenda.org,Fake
CF114,COVID-19,COVID-19 vaccines cause psychosis and violent behavior,"Vaccinated people are developing sudden rage, aggression, and psychosis due to brain inflammation.",vaxviolence.com,Fake
CF115,COVID-19,COVID-19 is transmitted through Bluetooth and Wi-Fi signals,Wireless signals activate coronavirus in the body; turning off Wi-Fi prevents COVID-19.,wirelesscovid.com,Fake
CF116,COVID-19,COVID-19 vaccines cause permanent eye damage and blindness,Retinal detachment and blindness cases spiking among vaccinated people.,eyevaxwarning.com,Fake
CF117,COVID-19,COVID-19 was predicted in a 2010 Simpsons episode — proof of plan,"The Simpsons episode ""Apocalypse Now"" predicted COVID-19; it was planned years ago.",simpsonsprediction.com,Fake
CF118,COVID-19,COVID-19 is a symptom of negative energy and vibrations,COVID-19 attacks people with low energy frequencies; positive thoughts cure it.,energycurecovid.com,Fake
CF119,COVID-19,COVID-19 vaccines are causing a new breed of superbugs,The vaccine's antibiotic component is creating drug-resistant superbugs.,superbugvax.com,Fake
CF120,COVID-19,COVID-19 is a demographic weapon to eliminate the working class,COVID-19 was designed to kill the working class and reduce labor costs globally.,classgenocide.org,Fake
CF121,COVID-19,COVID-19 is caused by chemtrails and aluminum in the atmosphere,Aluminum particles from chemtrails cause lung inflammation diagnosed as COVID-19.,chemtrailcovid19.com,Fake
CF122,COVID-19,COVID-19 vaccine contains tracking technology from Google,Google and Pfizer partnered to put GPS trackers in COVID-19 vaccines for surveillance.,googletrackingvax.com,Fake
CF123,COVID-19,COVID-19 is actually a form of radiation poisoning,Symptoms of COVID-19 are identical to radiation sickness from nuclear fallout.,radiationcovid.org,Fake
CF124,COVID-19,COVID-19 vaccines are the devil's sacrament in the new world religion,The COVID-19 vaccine is part of a satanic ritual to worship the Antichrist.,satanicvax.com,Fake
CF125,COVID-19,COVID-19 is a curse from ancient Egyptian mummies,Archaeologists accidentally released COVID-19 from a pharaoh's tomb.,mummycursecovid.com,Fake
CF126,COVID-19,COVID-19 is caused by eating unripe bananas,Unripe bananas contain a chemical that triggers coronavirus replication.,bananacovid.com,Fake
CF127,COVID-19,COVID-19 vaccines reduce life expectancy to 50 years on average,Actuarial data shows vaccinated people are dying earlier than expected.,lifeexpectancydrop.com,Fake
CF128,COVID-19,COVID-19 is transmitted through toilets and sewage,COVID-19 spreads through airborne fecal particles from public restrooms.,toiletspread.com,Fake
CF129,COVID-19,COVID-19 is a deliberate plot to increase immigration,Governments are using COVID-19 to depopulate countries and import cheaper labor.,immigrationagenda.org,Fake
CF130,COVID-19,COVID-19 vaccines cause tinnitus and hearing loss in millions,Reports of sudden hearing loss after COVID-19 vaccination are being ignored.,hearinglossvax.com,Fake
CF131,COVID-19,COVID-19 is caused by volcanic ash and global warming,"Volcanic ash releases coronaviruses from permafrost, creating COVID-19.",volcaniccovid.com,Fake
CF132,COVID-19,COVID-19 vaccine is a plot to depopulate Africa and Asia,COVID-19 vaccines are part of a Western plot to reduce populations in developing nations.,depopulationplan.org,Fake
CF133,COVID-19,COVID-19 is caused by the full moon and lunar cycles,Infections spike during full moons; COVID-19 is a lunar phenomena.,lunarconspiracy.com,Fake
CF134,COVID-19,COVID-19 vaccines are causing type 1 diabetes in children,Massive spike in childhood diabetes linked to COVID-19 vaccination.,diabetesvaxlink.com,Fake
CF135,COVID-19,COVID-19 is a false flag operation by the military,The US military created COVID-19 to test emergency response systems.,falseflagcovid.com,Fake
CF136,COVID-19,COVID-19 is caused by coffee and caffeine consumption,"Caffeine weakens the heart, making it vulnerable to COVID-19 infection.",caffeinecovid.com,Fake
CF137,COVID-19,COVID-19 vaccines cause severe allergies and anaphylaxis in all recipients,New study shows 100% of vaccinated have immune reactions.,allergyvaxtruth.com,Fake
CF138,COVID-19,COVID-19 is a genetic error caused by Wi-Fi routers,Radiation from Wi-Fi causes mutations that create COVID-19 symptoms.,wificovid19.com,Fake
CF139,COVID-19,COVID-19 vaccine is the real pandemic causing more harm than good,The COVID-19 vaccine program is causing a new pandemic of vaccine injuries.,vaccinepandemic.com,Fake
CF140,COVID-19,COVID-19 is caused by eating processed meat,Processed meat contains viruses that transform into COVID-19 in the gut.,processedmeatcovid.com,Fake
CF141,COVID-19,COVID-19 vaccines cause your hair to fall out permanently,Massive hair loss and alopecia reported after COVID-19 vaccination.,hairlossvax.com,Fake
CF142,COVID-19,COVID-19 is a planetary detox caused by Earth's magnetic shift,Earth's magnetic field changes are causing COVID-19 symptoms in humans.,magneticshiftcovid.com,Fake
CF143,COVID-19,COVID-19 vaccines cause sex change in children,COVID-19 vaccines alter sex hormones and cause gender dysphoria in children.,genderchangewarning.com,Fake
CF144,COVID-19,COVID-19 is caused by dental fillings and mercury toxicity,Mercury from fillings lowers immunity and activates COVID-19.,mercurycovid.com,Fake
CF145,COVID-19,COVID-19 is a spiritual test from God,God sent COVID-19 to test humanity's faith; vaccines are a temptation from Satan.,spiritualtestcovid.com,Fake
CF146,COVID-19,COVID-19 vaccines cause global cooling and climate change,Carbon emissions from vaccine production are destroying the ozone layer.,vaccineclimate.com,Fake
CF147,COVID-19,COVID-19 is caused by sleep deprivation,"Lack of sleep weakens the immune system, creating COVID-19 symptoms.",sleepdeprivationcovid.com,Fake
CF148,COVID-19,COVID-19 vaccines are causing human extinction within 10 years,Vaccination will cause total human population collapse by 2035.,extinctionagenda.org,Fake
CF149,COVID-19,COVID-19 is a side effect of the measles vaccine,The measles vaccine mutated into COVID-19 after global rollout.,measlescovidlink.com,Fake
CF150,COVID-19,COVID-19 is caused by eating too much sugar,High sugar intake feeds the COVID-19 virus and accelerates infection.,sugarcovid.com,Fake
CF151,COVID-19,COVID-19 is a divine punishment for abortion,God sent COVID-19 as punishment for abortion and other sins.,religiouspunishment.com,Fake
CF152,COVID-19,COVID-19 vaccines cause Parkinson's disease in young adults,Neurological damage from COVID-19 vaccine triggers Parkinson's-like symptoms.,parkinsonvax.com,Fake
CF153,COVID-19,COVID-19 is caused by eating spicy food,Spicy food irritates the throat and creates COVID-19-like symptoms.,spicyfoodcovid.com,Fake
CF154,COVID-19,"COVID-19 is a mental illness, not a physical disease",COVID-19 is a mass delusion; symptoms are psychosomatic.,mentalillnesshoax.com,Fake
CF155,COVID-19,COVID-19 vaccines cause anti-social behavior and autism,Vaccines are linked to severe autism spikes in vaccinated children.,autismvaxlink.com,Fake
CF156,COVID-19,COVID-19 is caused by solar flares and sunspots,Solar activity triggers COVID-19 mutations and outbreaks.,solarcovid.com,Fake
CF157,COVID-19,COVID-19 is a plot by the world's billionaires to buy up land,Billionaires are using COVID-19 to acquire land at low prices.,landgrabagenda.com,Fake
CF158,COVID-19,COVID-19 vaccines cause multiple sclerosis in women,Women are developing MS after vaccination; media is covering it up.,msvaxwarning.com,Fake
CF159,COVID-19,COVID-19 is caused by wearing tight underwear,Tight underwear suppresses immunity and leads to COVID-19 infection.,underwearcovid.com,Fake
CF160,COVID-19,COVID-19 is a human-made virus from the HIV mutation,COVID-19 is a mutated form of HIV engineered to infect faster.,hivcovidmutation.com,Fake
CF161,COVID-19,COVID-19 vaccines are causing blood to turn black,Blood samples from vaccinated people appear black and clotted.,blackbloodvax.com,Fake
CF162,COVID-19,COVID-19 is caused by laughing gas emissions,Nitrous oxide from laughing gas converts into COVID-19 in the body.,laughinggascovid.com,Fake
CF163,COVID-19,COVID-19 is a marketing strategy for oxygen companies,Oxygen companies profited billions from COVID-19 by creating a fake need.,oxygenconspiracy.com,Fake
CF164,COVID-19,COVID-19 vaccines cause micro-strokes and mini-brain hemorrhages,Tiny blood clots in the brain leading to strokes in vaccinated individuals.,brainhemorrhagevax.com,Fake
CF165,COVID-19,COVID-19 is caused by talking on mobile phones for too long,Phone radiation activates COVID-19 in the respiratory system.,phonecovid.com,Fake
CF166,COVID-19,COVID-19 is a plot to destroy the dairy industry,COVID-19 restrictions are designed to bankrupt dairy farmers globally.,dairyconspiracy.com,Fake
CF167,COVID-19,COVID-19 vaccines cause severe depression and suicidal thoughts,Mental health crises linked to COVID-19 vaccine brain inflammation.,suicidalvaxwarning.com,Fake
CF168,COVID-19,COVID-19 is caused by marijuana use,"Marijuana weakens lung immunity, making COVID-19 more likely.",marijuanacovid.com,Fake
CF169,COVID-19,COVID-19 is a non-existent disease diagnosed by greedy doctors,Doctors invented COVID-19 to increase hospital admissions and billing.,greedydoctorhoax.com,Fake
CF170,COVID-19,COVID-19 vaccines cause diabetes in healthy non-diabetic adults,New-onset diabetes after vaccination confirmed by secret WHO data.,diabetesvaxwarning.com,Fake
CF171,COVID-19,COVID-19 is caused by electric cars and their emissions,Electric car batteries emit COVID-19-causing particles into the air.,electriccarcovid.com,Fake
CF172,COVID-19,COVID-19 is a form of poisonous mold in the atmosphere,Black mold spores cause COVID-19 symptoms when inhaled.,moldcovid.com,Fake
CF173,COVID-19,COVID-19 vaccines cause your skin to turn blue,Cyanosis due to COVID-19 vaccine-induced methemoglobinemia.,blueskinvax.com,Fake
CF174,COVID-19,COVID-19 is caused by drinking cow's milk,Cow milk contains coronaviruses that mutate into COVID-19 in humans.,milkcovid.com,Fake
CF175,COVID-19,COVID-19 is a campaign to impose veganism on the world,COVID-19 restrictions are used to shut down meat markets and promote veganism.,veganagenda.org,Fake
CF176,COVID-19,COVID-19 vaccines cause your immune system to turn off permanently,Immune shutdown after COVID-19 vaccination makes people vulnerable to all diseases.,immmunepermanentshutdown.com,Fake
CF177,COVID-19,COVID-19 is caused by artificial sweeteners in diet sodas,Diet soda drinkers are getting COVID-19 at higher rates.,dietsodacovid.com,Fake
CF178,COVID-19,COVID-19 is a test for the mark of the beast system,COVID-19 is preparing the world for the mark of the beast economic system.,beastmarktest.com,Fake
CF179,COVID-19,COVID-19 vaccines cause severe muscle paralysis and Guillain-Barré,Epidemic of Guillain-Barré syndrome linked to COVID-19 vaccination.,gbvaxwarning.com,Fake
CF180,COVID-19,COVID-19 is caused by solar eclipses,"Solar eclipses disrupt the immune system, triggering COVID-19.",eclipsecovid.com,Fake
CF181,COVID-19,COVID-19 is a symptom of global warming and climate anxiety,Climate anxiety physically manifests as COVID-19 symptoms.,climatecovid.com,Fake
CF182,COVID-19,COVID-19 vaccines cause severe gastrointestinal bleeding,Cases of GI hemorrhage and ulcer after vaccination.,gihemorrhagevax.com,Fake
CF183,COVID-19,COVID-19 is caused by eating gluten,Gluten sensitivity creates COVID-19-like inflammation in the gut.,glutencovid.com,Fake
CF184,COVID-19,COVID-19 is a ploy to reduce the global population by half,The depopulation agenda is real; COVID-19 is phase one.,populationreductionplan.com,Fake
